Gene stable ID	Transcript stable ID	UniProtKB/Swiss-Prot ID
ENSG00000010310	ENST00000304207	P48546
ENSG00000101307	ENST00000569629	
ENSG00000137312	ENST00000445853	
ENSG00000101307	ENST00000563840	
ENSG00000206418	ENST00000329286	Q6IQ22
ENSG00000010310	ENST00000585889	
ENSG00000101307	ENST00000565076	
ENSG00000150779	ENST00000541231	
ENSG00000010310	ENST00000591322	
ENSG00000137312	ENST00000416018	
ENSG00000137312	ENST00000454845	
ENSG00000263181	ENST00000574062	
ENSG00000263181	ENST00000575319	
ENSG00000142168	ENST00000270142	P00441
ENSG00000142168	ENST00000389995	
ENSG00000276798	ENST00000619832	P59901
ENSG00000266524	ENST00000580279	P55107
ENSG00000101307	ENST00000569387	
ENSG00000137345	ENST00000400691	Q16653
ENSG00000149273	ENST00000528439	
ENSG00000101307	ENST00000566055	
ENSG00000101307	ENST00000565087	
ENSG00000149273	ENST00000530164	
ENSG00000108947	ENST00000226091	Q15768
ENSG00000184787	ENST00000345496	P60604
ENSG00000101307	ENST00000565230	
ENSG00000101307	ENST00000562014	
ENSG00000138031	ENST00000260600	O60266
ENSG00000263181	ENST00000614621	
ENSG00000138031	ENST00000606682	
ENSG00000138031	ENST00000498288	
ENSG00000101307	ENST00000279477	Q5TFQ8
ENSG00000101307	ENST00000568365	Q5TFQ8
ENSG00000263181	ENST00000619036	
ENSG00000138031	ENST00000455323	
ENSG00000101307	ENST00000262929	
ENSG00000167695	ENST00000574327	
ENSG00000138031	ENST00000427849	
ENSG00000182450	ENST00000538767	
ENSG00000176029	ENST00000525780	Q9NQ32
ENSG00000138031	ENST00000435135	
ENSG00000166750	ENST00000299977	Q08AF3
ENSG00000138031	ENST00000433852	
ENSG00000166750	ENST00000542451	
ENSG00000176029	ENST00000326053	Q9NQ32
ENSG00000149273	ENST00000530721	
ENSG00000138031	ENST00000438445	
ENSG00000166750	ENST00000592325	Q08AF3
ENSG00000138031	ENST00000405392	
ENSG00000130816	ENST00000340748	P26358
ENSG00000149273	ENST00000422465	
ENSG00000176029	ENST00000528830	
ENSG00000130816	ENST00000588913	
ENSG00000160013	ENST00000291294	P43119
ENSG00000138050	ENST00000505747	Q9BTF0
ENSG00000167695	ENST00000308278	Q8TBR7
ENSG00000160013	ENST00000597185	
ENSG00000149273	ENST00000278572	P23396
ENSG00000149273	ENST00000532872	
ENSG00000167695	ENST00000572018	
ENSG00000005801	ENST00000528796	
ENSG00000138050	ENST00000378727	Q9BTF0
ENSG00000130816	ENST00000359526	P26358
ENSG00000160013	ENST00000598865	
ENSG00000160013	ENST00000594275	
ENSG00000184787	ENST00000491513	
ENSG00000167695	ENST00000301324	Q8TBR7
ENSG00000138050	ENST00000530522	
ENSG00000160013	ENST00000596260	
ENSG00000167695	ENST00000570699	
ENSG00000079841	ENST00000491071	Q86UR5
ENSG00000149273	ENST00000534440	
ENSG00000167695	ENST00000577008	
ENSG00000138050	ENST00000510781	
ENSG00000184787	ENST00000330942	P60604
ENSG00000005801	ENST00000354599	O14628
ENSG00000149273	ENST00000527446	P23396
ENSG00000147526	ENST00000520615	O75410
ENSG00000138119	ENST00000358334	Q9NZM1
ENSG00000184787	ENST00000478200	
ENSG00000130816	ENST00000586799	
ENSG00000149273	ENST00000526608	
ENSG00000149273	ENST00000527273	
ENSG00000138119	ENST00000359263	Q9NZM1
ENSG00000149273	ENST00000524851	P23396
ENSG00000149273	ENST00000526248	
ENSG00000130816	ENST00000586988	
ENSG00000198838	ENST00000634891	Q15413
ENSG00000149273	ENST00000528847	
ENSG00000182450	ENST00000422670	Q9NYG8
ENSG00000138119	ENST00000371489	Q9NZM1
ENSG00000149273	ENST00000525933	
ENSG00000142973	ENST00000371923	P13584
ENSG00000138119	ENST00000371488	Q9NZM1
ENSG00000005801	ENST00000399602	O14628
ENSG00000149273	ENST00000525690	
ENSG00000149273	ENST00000530170	
ENSG00000198838	ENST00000415757	Q15413
ENSG00000130816	ENST00000588952	
ENSG00000182450	ENST00000541349	
ENSG00000130816	ENST00000588118	
ENSG00000198838	ENST00000389232	
ENSG00000130816	ENST00000592342	
ENSG00000182450	ENST00000394525	Q9NYG8
ENSG00000142973	ENST00000271153	P13584
ENSG00000130816	ENST00000592054	
ENSG00000198838	ENST00000634418	
ENSG00000108654	ENST00000225792	P17844
ENSG00000130816	ENST00000590619	
ENSG00000182450	ENST00000539216	Q9NYG8
ENSG00000198838	ENST00000634750	
ENSG00000130816	ENST00000586800	
ENSG00000142973	ENST00000529715	
ENSG00000108654	ENST00000450599	P17844
ENSG00000142973	ENST00000464439	
ENSG00000108654	ENST00000578804	
ENSG00000166407	ENST00000335790	P25800
ENSG00000267534	ENST00000646641	O95136
ENSG00000180198	ENST00000649185	P18754
ENSG00000166407	ENST00000428101	P25800
ENSG00000180198	ENST00000427469	
ENSG00000142973	ENST00000371919	
ENSG00000219435	ENST00000328404	Q9NTU4
ENSG00000180198	ENST00000434290	
ENSG00000108654	ENST00000579996	
ENSG00000219435	ENST00000539943	
ENSG00000196277	ENST00000443259	
ENSG00000142973	ENST00000526297	
ENSG00000166407	ENST00000534484	
ENSG00000005801	ENST00000429541	O14628
ENSG00000108654	ENST00000577787	
ENSG00000005801	ENST00000005082	O14628
ENSG00000109756	ENST00000644474	
ENSG00000109756	ENST00000505478	
ENSG00000198838	ENST00000635790	
ENSG00000180198	ENST00000373833	P18754
ENSG00000263761	ENST00000581492	Q9UK05
ENSG00000147526	ENST00000520340	
ENSG00000108654	ENST00000578400	
ENSG00000180198	ENST00000419074	
ENSG00000150768	ENST00000280346	P10515
ENSG00000005801	ENST00000526601	O14628
ENSG00000180198	ENST00000373832	P18754
ENSG00000176177	ENST00000325157	Q8IYW4
ENSG00000108654	ENST00000577922	
ENSG00000109756	ENST00000644902	
ENSG00000005801	ENST00000438262	O14628
ENSG00000198838	ENST00000635842	
ENSG00000147526	ENST00000518415	O75410
ENSG00000198838	ENST00000638032	
ENSG00000109756	ENST00000511336	
ENSG00000198838	ENST00000637948	
ENSG00000147526	ENST00000521642	
ENSG00000255346	ENST00000448182	Q96PH1
ENSG00000109756	ENST00000510510	
ENSG00000142973	ENST00000614163	
ENSG00000198838	ENST00000636845	
ENSG00000180198	ENST00000373831	P18754
ENSG00000108654	ENST00000581697	
ENSG00000142973	ENST00000640628	
ENSG00000067048	ENST00000360160	O15523
ENSG00000198838	ENST00000634730	
ENSG00000067048	ENST00000454054	
ENSG00000147526	ENST00000521050	
ENSG00000108654	ENST00000581806	
ENSG00000005801	ENST00000528410	
ENSG00000108654	ENST00000578190	
ENSG00000147526	ENST00000522904	
ENSG00000198838	ENST00000636568	
ENSG00000180198	ENST00000411533	
ENSG00000108654	ENST00000583239	
ENSG00000109756	ENST00000264431	Q9Y4G8
ENSG00000122550	ENST00000521082	
ENSG00000108654	ENST00000579091	
ENSG00000180198	ENST00000486790	
ENSG00000067048	ENST00000336079	O15523
ENSG00000255346	ENST00000260364	Q96PH1
ENSG00000005801	ENST00000528218	O14628
ENSG00000108654	ENST00000585060	
ENSG00000180198	ENST00000430407	
ENSG00000109756	ENST00000514565	
ENSG00000005801	ENST00000525313	
ENSG00000067048	ENST00000440554	
ENSG00000005801	ENST00000533036	
ENSG00000109756	ENST00000512056	
ENSG00000005801	ENST00000529228	
ENSG00000108654	ENST00000584279	
ENSG00000163440	ENST00000295645	Q8N4E4
ENSG00000109756	ENST00000502485	
ENSG00000198838	ENST00000622037	
ENSG00000180198	ENST00000398958	P18754
ENSG00000108654	ENST00000583212	
ENSG00000196277	ENST00000448328	
ENSG00000109756	ENST00000510253	
ENSG00000005801	ENST00000529678	
ENSG00000109756	ENST00000505026	
ENSG00000108654	ENST00000585111	
ENSG00000255346	ENST00000455873	Q96PH1
ENSG00000146147	ENST00000514921	Q5VWP3
ENSG00000005801	ENST00000427810	
ENSG00000276191	ENST00000632383	
ENSG00000005801	ENST00000534569	
ENSG00000150768	ENST00000533297	
ENSG00000147526	ENST00000524354	
ENSG00000150768	ENST00000393051	
ENSG00000108654	ENST00000630471	
ENSG00000005801	ENST00000530643	
ENSG00000255346	ENST00000388866	Q96PH1
ENSG00000150768	ENST00000531306	
ENSG00000005801	ENST00000525502	
ENSG00000005801	ENST00000526501	
ENSG00000005801	ENST00000532539	
ENSG00000255346	ENST00000530406	Q96PH1
ENSG00000215218	ENST00000399816	A1L167
ENSG00000112237	ENST00000520429	P24863
ENSG00000005801	ENST00000343338	O14628
ENSG00000005801	ENST00000618467	O14628
ENSG00000146147	ENST00000274897	Q5VWP3
ENSG00000005801	ENST00000620374	
ENSG00000147526	ENST00000317827	O75410
ENSG00000112237	ENST00000369220	
ENSG00000146147	ENST00000370877	
ENSG00000146147	ENST00000509997	
ENSG00000147526	ENST00000276520	O75410
ENSG00000204308	ENST00000375094	Q99942
ENSG00000175344	ENST00000635978	
ENSG00000112237	ENST00000326298	
ENSG00000147526	ENST00000521528	
ENSG00000174611	ENST00000508956	Q8NBH2
ENSG00000147526	ENST00000520973	
ENSG00000146147	ENST00000460844	
ENSG00000058799	ENST00000464950	Q9Y548
ENSG00000112237	ENST00000520371	
ENSG00000146147	ENST00000370876	Q5VWP3
ENSG00000147526	ENST00000521935	
ENSG00000146147	ENST00000447836	
ENSG00000137497	ENST00000351960	Q14980
ENSG00000146147	ENST00000511678	
ENSG00000255346	ENST00000525143	
ENSG00000206489	ENST00000383586	Q96QC0
ENSG00000146147	ENST00000503951	
ENSG00000147526	ENST00000524193	
ENSG00000174611	ENST00000423778	Q8NBH2
ENSG00000171195	ENST00000505411	
ENSG00000104371	ENST00000220812	Q9UBT3
ENSG00000146147	ENST00000502396	Q5VWP3
ENSG00000147526	ENST00000521866	
ENSG00000147526	ENST00000518809	
ENSG00000146147	ENST00000514433	
ENSG00000112237	ENST00000523961	
ENSG00000137497	ENST00000358965	Q14980
ENSG00000147526	ENST00000520611	
ENSG00000137345	ENST00000383631	Q16653
ENSG00000058799	ENST00000371399	Q9Y548
ENSG00000171195	ENST00000304887	Q8TAX7
ENSG00000137345	ENST00000359539	Q16653
ENSG00000137497	ENST00000393695	Q14980
ENSG00000058799	ENST00000072644	Q9Y548
ENSG00000137497	ENST00000545721	
ENSG00000112599	ENST00000230361	Q9UMX6
ENSG00000101473	ENST00000217455	O14734
ENSG00000101473	ENST00000461272	
ENSG00000101473	ENST00000652771	
ENSG00000137497	ENST00000542977	
ENSG00000137497	ENST00000537217	
ENSG00000171195	ENST00000456088	Q8TAX7
ENSG00000171195	ENST00000413702	Q8TAX7
ENSG00000101473	ENST00000488679	
ENSG00000101473	ENST00000487205	
ENSG00000151348	ENST00000533608	Q93063
ENSG00000048544	ENST00000053468	P82664
ENSG00000151348	ENST00000532479	
ENSG00000188263	ENST00000389983	Q6ZVW7
ENSG00000188263	ENST00000341280	Q6ZVW7
ENSG00000101473	ENST00000483141	
ENSG00000279493	ENST00000624081	
ENSG00000101473	ENST00000486165	
ENSG00000101473	ENST00000481938	
ENSG00000101473	ENST00000457981	
ENSG00000101473	ENST00000426915	
ENSG00000151348	ENST00000527014	
ENSG00000112237	ENST00000523799	P24863
ENSG00000174611	ENST00000503669	
ENSG00000138892	ENST00000433387	
ENSG00000112237	ENST00000486428	
ENSG00000112237	ENST00000523985	P24863
ENSG00000151348	ENST00000358681	Q93063
ENSG00000152583	ENST00000282470	Q14515
ENSG00000138892	ENST00000266182	A6PVC2
ENSG00000224472	ENST00000442190	
ENSG00000112237	ENST00000484049	
ENSG00000151348	ENST00000343631	Q93063
ENSG00000224472	ENST00000449558	
ENSG00000165816	ENST00000392982	Q5GFL6
ENSG00000203624	ENST00000327800	Q9Y676
ENSG00000283980	ENST00000640151	
ENSG00000112237	ENST00000518714	
ENSG00000283980	ENST00000640117	A0A1W2PPG7
ENSG00000165816	ENST00000603594	Q5GFL6
ENSG00000137345	ENST00000400687	
ENSG00000112237	ENST00000524049	
ENSG00000203624	ENST00000400594	
ENSG00000154928	ENST00000460895	
ENSG00000137497	ENST00000544238	
ENSG00000132004	ENST00000587296	
ENSG00000151348	ENST00000395673	Q93063
ENSG00000137497	ENST00000543937	
ENSG00000112237	ENST00000369217	
ENSG00000137497	ENST00000543009	
ENSG00000166452	ENST00000299576	Q9NQ31
ENSG00000112237	ENST00000482541	
ENSG00000100320	ENST00000405409	O43251
ENSG00000137497	ENST00000537930	
ENSG00000171490	ENST00000571133	O76021
ENSG00000137497	ENST00000544129	
ENSG00000123219	ENST00000514814	Q9BS16
ENSG00000123219	ENST00000396679	Q9BS16
ENSG00000137497	ENST00000535947	
ENSG00000153292	ENST00000371253	Q5T601
ENSG00000112237	ENST00000627680	
ENSG00000137497	ENST00000535087	
ENSG00000123219	ENST00000508421	
ENSG00000137497	ENST00000368959	
ENSG00000137497	ENST00000541719	
ENSG00000123219	ENST00000510693	
ENSG00000137497	ENST00000366394	
ENSG00000137497	ENST00000541641	
ENSG00000130304	ENST00000600277	
ENSG00000137497	ENST00000535111	
ENSG00000154928	ENST00000482618	
ENSG00000124104	ENST00000462307	Q969T3
ENSG00000137497	ENST00000535838	
ENSG00000140350	ENST00000465139	P39687
ENSG00000152583	ENST00000503414	Q14515
ENSG00000137497	ENST00000546131	
ENSG00000224389	ENST00000435363	P0C0L5
ENSG00000140350	ENST00000409628	
ENSG00000171490	ENST00000396503	
ENSG00000206398	ENST00000383413	O95867
ENSG00000152583	ENST00000541496	
ENSG00000171490	ENST00000573618	
ENSG00000224389	ENST00000647698	
ENSG00000171490	ENST00000355674	
ENSG00000124104	ENST00000491381	Q969T3
ENSG00000152583	ENST00000509407	
ENSG00000171490	ENST00000573029	
ENSG00000137497	ENST00000620566	Q14980
ENSG00000137345	ENST00000400688	Q16653
ENSG00000137497	ENST00000613205	Q14980
ENSG00000171490	ENST00000573251	
ENSG00000132004	ENST00000393261	Q5XUX1
ENSG00000123219	ENST00000509397	
ENSG00000123219	ENST00000505960	
ENSG00000277117	ENST00000612610	
ENSG00000171490	ENST00000570767	
ENSG00000132740	ENST00000255078	P38935
ENSG00000123219	ENST00000515497	
ENSG00000152583	ENST00000434434	
ENSG00000171490	ENST00000572090	
ENSG00000132004	ENST00000587955	Q5XUX1
ENSG00000124104	ENST00000342644	Q969T3
ENSG00000040341	ENST00000522695	Q9NUL3
ENSG00000152583	ENST00000535835	
ENSG00000277117	ENST00000623960	
ENSG00000123219	ENST00000510768	
ENSG00000137497	ENST00000616538	
ENSG00000171490	ENST00000571988	
ENSG00000132740	ENST00000544541	
ENSG00000152583	ENST00000512317	
ENSG00000123219	ENST00000502997	
ENSG00000137345	ENST00000383630	Q16653
ENSG00000171490	ENST00000573791	
ENSG00000124104	ENST00000372542	
ENSG00000277117	ENST00000623903	
ENSG00000166452	ENST00000309377	Q9NQ31
ENSG00000132740	ENST00000539224	
ENSG00000123219	ENST00000510354	
ENSG00000152583	ENST00000543631	
ENSG00000277117	ENST00000623795	
ENSG00000124104	ENST00000372541	
ENSG00000137345	ENST00000259891	Q16653
ENSG00000140350	ENST00000560303	
ENSG00000277117	ENST00000620481	
ENSG00000224389	ENST00000649658	
ENSG00000137345	ENST00000415631	
ENSG00000132740	ENST00000545146	
ENSG00000137345	ENST00000442444	Q16653
ENSG00000152583	ENST00000458304	
ENSG00000166452	ENST00000309357	Q9NQ31
ENSG00000110200	ENST00000502597	
ENSG00000122550	ENST00000339077	Q8IXQ5
ENSG00000166452	ENST00000529876	
ENSG00000152583	ENST00000418378	Q14515
ENSG00000123219	ENST00000242872	Q9BS16
ENSG00000132424	ENST00000647811	Q8TF01
ENSG00000130304	ENST00000252595	Q6PCB7
ENSG00000166452	ENST00000525005	
ENSG00000124104	ENST00000614929	
ENSG00000122550	ENST00000322275	Q8IXQ5
ENSG00000166452	ENST00000524577	
ENSG00000130304	ENST00000598424	Q6PCB7
ENSG00000100320	ENST00000414461	O43251
ENSG00000166452	ENST00000534506	
ENSG00000130304	ENST00000599380	
ENSG00000188800	ENST00000372766	Q7Z6W1
ENSG00000070413	ENST00000389262	
ENSG00000224389	ENST00000425700	
ENSG00000163701	ENST00000421412	
ENSG00000166452	ENST00000530281	
ENSG00000137345	ENST00000547083	Q16653
ENSG00000114120	ENST00000446041	Q96CQ1
ENSG00000130304	ENST00000600297	
ENSG00000166452	ENST00000396648	Q9NQ31
ENSG00000132424	ENST00000369239	Q8TF01
ENSG00000153292	ENST00000475745	
ENSG00000132424	ENST00000481229	
ENSG00000122550	ENST00000409689	Q8IXQ5
ENSG00000166452	ENST00000534147	Q9NQ31
ENSG00000153292	ENST00000487323	
ENSG00000166452	ENST00000529942	
ENSG00000145723	ENST00000512248	Q9NXP7
ENSG00000153292	ENST00000371243	Q5T601
ENSG00000122550	ENST00000410047	Q8IXQ5
ENSG00000130304	ENST00000599965	
ENSG00000132424	ENST00000478777	Q8TF01
ENSG00000100216	ENST00000216034	Q9NS69
ENSG00000275970	ENST00000614298	P24071
ENSG00000167748	ENST00000593325	
ENSG00000122550	ENST00000414163	
ENSG00000153292	ENST00000283297	
ENSG00000114120	ENST00000648615	
ENSG00000154928	ENST00000398015	P54762
ENSG00000123143	ENST00000585619	
ENSG00000154928	ENST00000647596	
ENSG00000163701	ENST00000383814	Q8NFR9
ENSG00000196277	ENST00000467425	Q14831
ENSG00000167748	ENST00000301420	P06870
ENSG00000129009	ENST00000249842	O14498
ENSG00000132424	ENST00000438806	Q8TF01
ENSG00000196277	ENST00000357716	Q14831
ENSG00000079841	ENST00000517960	Q86UR5
ENSG00000129009	ENST00000559510	
ENSG00000196277	ENST00000486284	Q14831
ENSG00000129009	ENST00000560862	
ENSG00000176928	ENST00000322348	Q9P109
ENSG00000275970	ENST00000619155	P24071
ENSG00000079841	ENST00000518273	Q86UR5
ENSG00000176928	ENST00000652361	
ENSG00000114120	ENST00000507429	
ENSG00000079841	ENST00000522291	Q86UR5
ENSG00000129009	ENST00000395118	O14498
ENSG00000114120	ENST00000324194	Q96CQ1
ENSG00000279170	ENST00000452647	H0UI37
ENSG00000196277	ENST00000440923	
ENSG00000101868	ENST00000379068	
ENSG00000196277	ENST00000389336	Q14831
ENSG00000196277	ENST00000389335	Q14831
ENSG00000279170	ENST00000636394	
ENSG00000114120	ENST00000502594	Q96CQ1
ENSG00000101868	ENST00000379059	P09884
ENSG00000114120	ENST00000453248	
ENSG00000266027	ENST00000583103	
ENSG00000013293	ENST00000231706	Q8TBB6
ENSG00000163701	ENST00000444427	
ENSG00000114120	ENST00000631654	Q96CQ1
ENSG00000163820	ENST00000433878	
ENSG00000196277	ENST00000435689	
ENSG00000154928	ENST00000497173	
ENSG00000285218	ENST00000486975	
ENSG00000114120	ENST00000513887	
ENSG00000154928	ENST00000473867	
ENSG00000266027	ENST00000476578	
ENSG00000114120	ENST00000512023	
ENSG00000154928	ENST00000474732	
ENSG00000114120	ENST00000512506	
ENSG00000154928	ENST00000493838	P54762
ENSG00000266027	ENST00000496211	
ENSG00000196277	ENST00000445087	
ENSG00000101868	ENST00000611764	
ENSG00000145723	ENST00000399004	Q9NXP7
ENSG00000079841	ENST00000521978	Q86UR5
ENSG00000145723	ENST00000508629	Q9NXP7
ENSG00000013297	ENST00000064724	O75508
ENSG00000196277	ENST00000402647	
ENSG00000079841	ENST00000520567	Q86UR5
ENSG00000276191	ENST00000617905	P34998
ENSG00000145723	ENST00000513747	Q9NXP7
ENSG00000079841	ENST00000264839	Q86UR5
ENSG00000070413	ENST00000263196	P98153
ENSG00000100320	ENST00000449924	O43251
ENSG00000079841	ENST00000517433	
ENSG00000167414	ENST00000300873	Q9UK08
ENSG00000122877	ENST00000242480	P11161
ENSG00000100320	ENST00000262829	O43251
ENSG00000130313	ENST00000252603	O95336
ENSG00000168502	ENST00000306329	Q9Y4B5
ENSG00000276191	ENST00000616748	P34998
ENSG00000122877	ENST00000411732	P11161
ENSG00000079841	ENST00000401910	Q86UR5
ENSG00000100320	ENST00000397303	
ENSG00000130313	ENST00000594761	
ENSG00000168502	ENST00000517570	Q9Y4B5
ENSG00000079841	ENST00000523963	Q86UR5
ENSG00000163701	ENST00000434065	
ENSG00000276191	ENST00000633723	P34998
ENSG00000122877	ENST00000637191	
ENSG00000100320	ENST00000359369	
ENSG00000130313	ENST00000600923	
ENSG00000130313	ENST00000595782	
ENSG00000168502	ENST00000359865	Q9Y4B5
ENSG00000165409	ENST00000541158	
ENSG00000168502	ENST00000523122	
ENSG00000276191	ENST00000616274	P34998
ENSG00000100320	ENST00000416721	O43251
ENSG00000275970	ENST00000618658	P24071
ENSG00000070413	ENST00000537045	P98153
ENSG00000079841	ENST00000425662	Q86UR5
ENSG00000122877	ENST00000439032	P11161
ENSG00000163701	ENST00000454190	Q8NFR9
ENSG00000184206	ENST00000510439	A6NEF3
ENSG00000100320	ENST00000495377	
ENSG00000079841	ENST00000453976	
ENSG00000165409	ENST00000342443	P16473
ENSG00000184206	ENST00000512109	
ENSG00000165409	ENST00000642209	
ENSG00000070404	ENST00000166139	O95633
ENSG00000168502	ENST00000520495	
ENSG00000172014	ENST00000357336	Q4UJ75
ENSG00000165409	ENST00000555326	
ENSG00000100320	ENST00000438146	O43251
ENSG00000163701	ENST00000383815	
ENSG00000184206	ENST00000422563	
ENSG00000276191	ENST00000632552	
ENSG00000163701	ENST00000454992	
ENSG00000070413	ENST00000545799	
ENSG00000079841	ENST00000517827	Q86UR5
ENSG00000070404	ENST00000589185	
ENSG00000276191	ENST00000631395	
ENSG00000165409	ENST00000554263	
ENSG00000100320	ENST00000473487	
ENSG00000100320	ENST00000408983	
ENSG00000079841	ENST00000370420	
ENSG00000172014	ENST00000615302	
ENSG00000165409	ENST00000554435	P16473
ENSG00000276191	ENST00000633333	
ENSG00000079841	ENST00000522211	
ENSG00000276191	ENST00000632957	
ENSG00000168502	ENST00000518815	Q9Y4B5
ENSG00000100320	ENST00000397305	
ENSG00000174562	ENST00000326856	Q9H2R5
ENSG00000165409	ENST00000637447	
ENSG00000165409	ENST00000298171	
ENSG00000070404	ENST00000592947	
ENSG00000168502	ENST00000400050	Q9Y4B5
ENSG00000070404	ENST00000588773	
ENSG00000070404	ENST00000591573	
ENSG00000226858	ENST00000435906	Q9NU63
ENSG00000174562	ENST00000598239	Q9H2R5
ENSG00000070404	ENST00000605925	
ENSG00000206396	ENST00000383412	O95866
ENSG00000276191	ENST00000621969	
ENSG00000226858	ENST00000549501	Q9NU63
ENSG00000079841	ENST00000414192	Q86UR5
ENSG00000275821	ENST00000632848	
ENSG00000226858	ENST00000549167	Q9NU63
ENSG00000174562	ENST00000596931	
ENSG00000276191	ENST00000616225	
ENSG00000174562	ENST00000602114	
ENSG00000275821	ENST00000617608	Q96L11
ENSG00000174562	ENST00000598673	
ENSG00000133265	ENST00000255631	Q9NZL4
ENSG00000167103	ENST00000388747	Q5T9C9
ENSG00000275464	ENST00000617716	
ENSG00000133265	ENST00000433386	Q9NZL4
ENSG00000133265	ENST00000587922	Q9NZL4
ENSG00000100221	ENST00000216039	Q15040
ENSG00000275464	ENST00000632537	
ENSG00000167103	ENST00000300432	Q5T9C9
ENSG00000133265	ENST00000585927	
ENSG00000133265	ENST00000587959	
ENSG00000100221	ENST00000545590	
ENSG00000276191	ENST00000618144	
ENSG00000133265	ENST00000593263	
ENSG00000175344	ENST00000636603	
ENSG00000100221	ENST00000427389	
ENSG00000133265	ENST00000585698	
ENSG00000100221	ENST00000412832	
ENSG00000175344	ENST00000638106	
ENSG00000133265	ENST00000588971	
ENSG00000175344	ENST00000637183	
ENSG00000163820	ENST00000296137	Q9BQS8
ENSG00000175344	ENST00000635884	
ENSG00000175344	ENST00000637033	
ENSG00000100221	ENST00000417712	
ENSG00000133265	ENST00000587551	
ENSG00000100221	ENST00000456626	
ENSG00000275970	ENST00000620801	P24071
ENSG00000100629	ENST00000554502	
ENSG00000163820	ENST00000438446	
ENSG00000206396	ENST00000400071	O95866
ENSG00000276612	ENST00000623476	
ENSG00000163820	ENST00000535325	Q9BQS8
ENSG00000275970	ENST00000621009	P24071
ENSG00000100629	ENST00000556061	
ENSG00000172215	ENST00000438735	O00574
ENSG00000206396	ENST00000383411	O95866
ENSG00000206396	ENST00000400067	O95866
ENSG00000275970	ENST00000614917	P24071
ENSG00000206396	ENST00000383410	O95866
ENSG00000197562	ENST00000569575	
ENSG00000172215	ENST00000304552	O00574
ENSG00000172215	ENST00000458629	O00574
ENSG00000196353	ENST00000512055	Q96A23
ENSG00000230293	ENST00000430217	
ENSG00000172215	ENST00000457814	O00574
ENSG00000197562	ENST00000566290	
ENSG00000197562	ENST00000568586	
ENSG00000278016	ENST00000321385	Q53EQ6
ENSG00000153684	ENST00000532622	
ENSG00000145700	ENST00000506364	
ENSG00000145700	ENST00000274361	Q8N7Z5
ENSG00000274726	ENST00000619613	O15013
ENSG00000197562	ENST00000248139	Q96S21
ENSG00000153684	ENST00000526619	Q08AF8
ENSG00000196353	ENST00000512332	Q96A23
ENSG00000274726	ENST00000631758	O15013
ENSG00000197562	ENST00000565511	
ENSG00000197562	ENST00000509637	
ENSG00000274726	ENST00000633616	O15013
ENSG00000196353	ENST00000511604	Q96A23
ENSG00000197562	ENST00000563109	
ENSG00000197562	ENST00000564703	
ENSG00000206510	ENST00000383628	Q9NU63
ENSG00000196353	ENST00000502818	Q96A23
ENSG00000100030	ENST00000215832	P28482
ENSG00000196353	ENST00000505881	
ENSG00000196353	ENST00000514999	
ENSG00000196353	ENST00000505957	
ENSG00000206510	ENST00000552987	Q9NU63
ENSG00000172361	ENST00000398545	Q96M91
ENSG00000100030	ENST00000398822	P28482
ENSG00000206510	ENST00000548769	Q9NU63
ENSG00000196353	ENST00000617767	Q96A23
ENSG00000196353	ENST00000429747	Q96A23
ENSG00000150275	ENST00000373965	
ENSG00000076685	ENST00000404739	P49902
ENSG00000185198	ENST00000613411	Q6UWY2
ENSG00000197562	ENST00000539661	Q96S21
ENSG00000100030	ENST00000544786	P28482
ENSG00000197562	ENST00000538492	Q96S21
ENSG00000150275	ENST00000644397	
ENSG00000105668	ENST00000379013	O00322
ENSG00000197562	ENST00000535977	Q96S21
ENSG00000185198	ENST00000329267	
ENSG00000150275	ENST00000616114	Q96QU1
ENSG00000105668	ENST00000222275	O00322
ENSG00000134697	ENST00000373062	Q13823
ENSG00000150275	ENST00000621708	
ENSG00000161647	ENST00000398393	
ENSG00000150275	ENST00000495484	
ENSG00000150275	ENST00000642496	
ENSG00000105668	ENST00000617999	O00322
ENSG00000150275	ENST00000618301	
ENSG00000105668	ENST00000616789	O00322
ENSG00000274726	ENST00000634038	
ENSG00000127578	ENST00000319070	Q96NZ8
ENSG00000275970	ENST00000611018	P24071
ENSG00000275970	ENST00000612803	P24071
ENSG00000275970	ENST00000621004	P24071
ENSG00000265203	ENST00000584701	P10745
ENSG00000150275	ENST00000395442	
ENSG00000134697	ENST00000538069	
ENSG00000275970	ENST00000621755	P24071
ENSG00000150275	ENST00000395440	
ENSG00000113615	ENST00000398844	O95486
ENSG00000040341	ENST00000524300	Q9NUL3
ENSG00000133739	ENST00000360375	Q9C099
ENSG00000131351	ENST00000253669	Q9BT25
ENSG00000274726	ENST00000610399	O15013
ENSG00000113615	ENST00000322887	O95486
ENSG00000150275	ENST00000617271	
ENSG00000164236	ENST00000504806	
ENSG00000150275	ENST00000395446	
ENSG00000265763	ENST00000585316	Q96MN9
ENSG00000280071	ENST00000624810	
ENSG00000113615	ENST00000513123	
ENSG00000274726	ENST00000616718	
ENSG00000280071	ENST00000625036	
ENSG00000039560	ENST00000265109	Q9P0K7
ENSG00000039560	ENST00000514527	
ENSG00000150275	ENST00000409834	
ENSG00000265763	ENST00000591025	Q96MN9
ENSG00000131351	ENST00000448593	Q9BT25
ENSG00000277789	ENST00000612564	
