gene	chrom	position
FARSB	2	471490234
FAS	10	1762269962
FASLG	1	172659202
FASN	17	2568462029
FASTK	7	1382034883
FASTKD1	2	418448188
FASTKD2	2	455685057
FASTKD3	5	886864787
FASTKD5	20	2711442974
FAT1	4	875418896
FAT2	5	1030510917
FAT4	4	814146716
FATE1	23	3021732586
FAU	11	1872026508
FAXC	6	1159654741
FAXDC2	5	1033825668
FBF1	17	2562293609
FBH1	10	1679169431
FBL	19	2689559347
FBLIM1	1	15764984
FBLL1	5	1047534857
FBLN1	22	2864737158
FBLN2	3	504361993
FBLN5	14	2280724347
FBLN7	2	361057019
FBN1	15	2342794907
FBN2	5	1007264807
FBN3	19	2657790728
FBP1	9	1629760467
FBP2	9	1629716024
FBRS	16	2426966495
FBRSL1	12	2073784057
FBXL12	19	2659535705
FBXL13	7	1333771500
FBXL14	12	1942860234
FBXL15	10	1775700215
FBXL16	16	2397001251
FBXL17	5	986867072
FBXL18	7	1236439933
FBXL19	16	2427231709
FBXL2	3	524069150
FBXL20	17	2525644346
FBXL22	15	2357981310
FBXL3	13	2151534987
FBXL4	6	1159247855
FBXL5	4	704436027
FBXL6	8	1534458460
FBXL7	5	894506029
FBXL8	16	2463468762
FBXO10	9	1572669633
FBXO11	2	296726481
FBXO15	18	2643550922
FBXO16	8	1418531656
FBXO17	19	2688667417
FBXO2	1	11648694
FBXO21	12	2058439573
FBXO22	15	2370287881
FBXO24	7	1331544784
FBXO25	8	1390516009
FBXO27	19	2688750220
FBXO28	1	224114130
FBXO3	11	1840647735
FBXO30	6	1206173683
FBXO31	16	2483638264
FBXO32	8	1513606302
FBXO33	14	2228253639
FBXO34	14	2244204514
FBXO36	2	478840877
FBXO38	5	1027400129
FBXO39	17	2493162755
FBXO4	5	920930662
FBXO40	3	612412213
FBXO41	2	322177345
FBXO42	1	16250670
FBXO43	8	1490236731
FBXO44	1	11655836
FBXO45	3	687360622
FBXO46	19	2695436493
FBXO47	17	2525320061
FBXO48	2	317382572
FBXO5	6	1213344740
FBXO6	1	11668659
FBXO7	22	2851709175
FBXO8	4	863067716
FBXO9	6	1113439367
FBXW10	17	2505127131
FBXW11	5	1050873987
FBXW12	3	539163925
FBXW2	9	1655921645
FBXW4	10	1774890376
FBXW5	9	1672098014
FBXW7	4	841153185
FBXW8	12	2058204524
FBXW9	19	2662414025
FCAMR	1	206958516
FCAR	19	2704599099
FCER1A	1	159302365
FCER1G	1	161215322
FCER2	19	2657414002
FCF1	14	2263567321
FCGR1A	1	149782744
FCGR1B	1	121087395
FCGR2A	1	161505468
FCGR2B	1	161663242
FCGR3A	1	161543012
FCGR3B	1	161624515
FCGRT	19	2699238210
FCHO1	19	2667479974
FCHO2	5	951961449
FCHSD1	5	1020646850
FCHSD2	11	1879744618
FCMR	1	206905019
FCN1	9	1670066884
FCN2	9	1670037908
FCN3	1	27369236
FCRL1	1	157796099
FCRL2	1	157746736
FCRL3	1	157676712
FCRL4	1	157575524
FCRL5	1	157515675
FCRL6	1	159800598
FCRLA	1	161707214
FCRLB	1	161722673
FDCSP	4	759061499
FDFT1	8	1401905762
FDPS	1	155309790
FDX1	11	1917335948
FDX2	19	2660035295
FDXACB1	11	1918780749
FDXR	17	2561245703
FECH	18	2627028173
FEM1A	19	2654516664
FEM1B	15	2362662335
FEM1C	5	994529660
FEN1	11	1868701189
FER	5	987803535
FER1L5	2	345561200
FER1L6	8	1514058928
FERD3L	7	1250103020
FERMT1	20	2714373371
FERMT2	14	2241712500
FERMT3	11	1871113192
FES	15	2385268963
FETUB	3	677432098
FEV	2	467900030
FEZ1	11	1932351922
FEZ2	2	285471526
FEZF1	7	1353260155
FEZF2	3	553161720
FFAR1	19	2685076361
FFAR2	19	2685174524
FFAR3	19	2685083700
FFAR4	10	1766845806
FGA	4	843414428
FGB	4	843393323
FGD1	23	2924462575
FGD2	6	1097379395
FGD3	9	1628133343
FGD4	12	1973779620
FGD5	3	505610709
FGD6	12	2036375006
FGF1	5	1021600642
FGF10	5	923310347
FGF11	17	2493822507
FGF12	3	682935646
FGF13	23	3008649316
FGF14	13	2176250673
FGF16	23	2947464141
FGF17	8	1412145858
FGF18	5	1050425552
FGF19	11	1876605089
FGF2	4	811657080
FGF20	8	1407096001
FGF21	19	2698481046
FGF22	19	2650364735
FGF23	12	1945663829
FGF3	11	1876716132
FGF4	11	1876679136
FGF5	4	769097129
FGF6	12	1945727701
FGF7	15	2343808215
FGF8	10	1775049414
FGF9	13	2096199755
FGFBP1	4	704766232
FGFBP2	4	704792762
FGFBP3	10	1765187278
FGFR1	8	1428516557
FGFR1OP	6	1227372990
FGFR1OP2	12	1968247645
FGFR2	10	1794758666
FGFR3	4	690624239
FGFR4	5	1056094955
FGFRL1	4	689842790
FGG	4	843434644
FGGY	1	59321550
FGL1	8	1407967521
FGL2	7	1308154437
FGR	1	27612914
FH	1	241497828
FHDC1	4	841773362
FHIT	3	550543863
FHL1	23	3006213269
FHL2	2	354279646
FHL3	1	37997405
FHL5	6	1156977191
FHOD1	16	2463536612
FHOD3	18	2605775297
FIBCD1	9	1666061150
FIBIN	11	1833900354
FIBP	11	1872789801
FICD	12	2049810459
FIG4	6	1170065013
FIGLA	2	319695730
FIGN	2	412527915
FIGNL1	7	1281403421
FIGNL2	12	1993113938
FILIP1	6	1135669487
FILIP1L	3	590624872
FIP1L1	4	742208143
FIS1	7	1332197964
FITM1	14	2212985687
FITM2	20	2752602823
FIZ1	19	2705317259
FJX1	11	1842524464
FKBP10	17	2528195921
FKBP11	12	1990215470
FKBP14	7	1260972893
FKBP15	9	1648323164
FKBP1A	20	2709666227
FKBP1B	2	272968213
FKBP2	11	1871148215
FKBP3	14	2233970321
FKBP4	12	1944088626
FKBP5	6	1095949412
FKBP6	7	1304286431
FKBP7	2	427384133
FKBP8	19	2668256978
FKBP9	7	1263915732
FKBPL	6	1092502308
FKRP	19	2696480260
FKTN	9	1640732119
FLAD1	1	154983695
FLCN	17	2503596541
FLG	1	152302700
FLG2	1	152350610
FLI1	11	1935600086
FLII	17	2504628024
FLNA	23	3024365315
FLNB	3	548800202
FLNC	7	1359788796
FLOT1	6	1091101693
FLOT2	17	2515263447
FLRT1	11	1871022095
FLRT2	14	2274475638
FLRT3	20	2722621755
FLT1	13	2102831009
FLT3	13	2102531894
FLT3LG	19	2699199449
FLT4	5	1059608544
FLVCR1	1	212858453
FLVCR2	14	2264433096
FLYWCH1	16	2399236662
FLYWCH2	16	2399203426
FMC1	7	1370299543
FMN1	15	2327158227
FMN2	1	240092110
FMNL1	17	2531605011
FMNL2	2	401253967
FMNL3	12	1990939301
FMO1	1	171258088
FMO2	1	171185714
FMO3	1	171092659
FMO4	1	171319826
FMO5	1	147184492
FMOD	1	203342343
FMR1	23	3017928646
FMR1NB	23	3017997869
FN1	2	464279918
FN3K	17	2569118523
FN3KRP	17	2569099642
FNBP1	9	1665047625
FNBP1L	1	93448282
FNBP4	11	1854623249
FNDC1	6	1219543174
FNDC10	1	1599335
FNDC11	20	2771851862
FNDC3A	13	2123534033
FNDC3B	3	662904117
FNDC4	2	276410806
FNDC5	1	32864294
FNDC7	1	108712934
FNDC8	17	2521504580
FNDC9	5	1036348214
FNIP1	5	1010650037
FNIP2	4	847599517
FNTA	8	1433159276
FNTB	14	2253841077
FOCAD	9	1555872440
FOLH1	11	1856052583
FOLR1	11	1879098001
FOLR2	11	1879124412
FOLR3	11	1879041780
FOPNL	16	2412174416
FOS	14	2264133106
FOSB	19	2695193396
FOSL1	11	1872798713
FOSL2	2	277312084
FOXA1	14	2226445488
FOXA2	20	2730878048
FOXA3	19	2695589266
FOXB1	15	2354388881
FOXB2	9	1612176741
FOXC1	6	1061984023
FOXC2	16	2482874312
FOXD1	5	952452317
FOXD2	1	47438136
FOXD3	1	63323059
FOXD4	9	1535273886
FOXD4L1	2	362417620
FOXD4L3	9	1603460038
FOXD4L4	9	1600894232
FOXD4L5	9	1600440213
FOXD4L6	9	1576284216
FOXE1	9	1633011001
FOXE3	1	47416316
FOXF1	16	2482817546
FOXF2	6	1061763525
FOXG1	14	2217621403
FOXH1	8	1534577167
FOXI1	5	1049111310
FOXI2	10	1801016359
FOXI3	2	337366570
FOXJ1	17	2562520239
FOXJ2	12	1949333319
FOXJ3	1	42179710
FOXK1	7	1235640467
FOXK2	17	2568902775
FOXL1	16	2482885700
FOXL2	3	629737229
FOXL2NB	3	629739002
FOXM1	12	1944152124
FOXN1	17	2514906856
FOXN2	2	297264578
FOXN3	14	2278016537
FOXN4	12	2050573157
FOXO1	13	2115087365
FOXO3	6	1168934786
FOXO4	23	2941112995
FOXP1	3	561750884
FOXP2	7	1345384670
FOXP3	23	2919267800
FOXP4	6	1101939338
FOXQ1	6	1061686282
FOXR1	11	1925877759
FOXR2	23	2925640178
FOXRED1	11	1933175034
FOXRED2	22	2855724180
FOXS1	20	2740140748
FPGS	9	1662960011
FPGT	1	74198240
FPGT-TNNI3K	1	74198240
FPR1	19	2701470751
FPR2	19	2701493468
FPR3	19	2701548558
FRA10AC1	10	1766948911
FRAS1	4	766888314
FRAT1	10	1770598539
FRAT2	10	1770612956
FREM1	9	1549894482
FREM2	13	2113215187
FREM3	4	832407915
FRG1	4	878771314
FRG2	4	878855865
FRG2B	10	1806904184
FRG2C	3	566456017
FRK	6	1176315991
FRMD1	6	1228430674
FRMD3	9	1618400288
FRMD4A	10	1686930990
FRMD4B	3	559963498
FRMD5	15	2338257802
FRMD6	14	2240543960
FRMD7	23	3002094338
FRMD8	11	1872292864
FRMPD1	9	1572849728
FRMPD2	10	1721436407
FRMPD3	23	2977538916
FRMPD4	23	2882155438
FRRS1	1	99708898
FRRS1L	9	1644294541
FRS2	12	2010862517
FRS3	6	1102144196
FRY	13	2106559638
FRYL	4	737329726
FRZB	2	431753212
FSBP	8	1484535060
FSCB	14	2233358633
FSCN1	7	1236551095
FSCN2	17	2567911418
FSCN3	7	1358552012
FSD1	19	2654029556
FSD1L	9	1640605307
FSD2	15	2377143265
FSHB	11	1837137730
FSHR	2	297881096
FSIP1	15	2333984797
FSIP2	2	434657258
FST	5	932486144
FSTL1	3	611188589
FSTL3	19	2650401233
FSTL4	5	1012204447
FSTL5	4	850216051
FTCD	21	2818706252
FTCDNL1	2	448679176
FTH1	11	1868870554
FTHL17	23	2901087868
FTL	19	2698690317
FTMT	5	1000857316
FTO	16	2450011161
FTSJ1	23	2918494514
FTSJ3	17	2550202688
FUBP1	1	77948766
FUBP3	9	1665736767
FUCA1	1	23845715
FUCA2	6	1203869284
FUK	16	2466770167
FUNDC1	23	2914540664
FUNDC2	23	3025043405
FUOM	10	1806634455
FURIN	15	2385259658
FUS	16	2427487191
FUT1	19	2698474993
FUT10	8	1423475506
FUT11	10	1747051419
FUT2	19	2698427766
FUT3	19	2655568563
FUT4	11	1901449961
FUT5	19	2655591410
FUT6	19	2655556297
FUT7	9	1672187796
FUT8	14	2254415687
FUT9	6	1156576733
FUZ	19	2699531960
FXN	9	1604192869
FXR1	3	671704323
FXR2	17	2493974716
FXYD1	19	2684864889
FXYD2	11	1924726499
FXYD3	19	2684842115
FXYD4	10	1716652832
FXYD5	19	2684880360
FXYD6	11	1924745629
FXYD6-FXYD2	11	1924726499
FXYD7	19	2684868143
FYB1	5	918112795
FYB2	1	56719671
FYCO1	3	536713402
FYN	6	1172035316
FYTTD1	3	688541609
FZD1	7	1322223039
FZD10	12	2071456429
FZD2	17	2530940575
FZD3	8	1418605943
FZD4	11	1893856969
FZD5	2	456685345
FZD6	8	1493403037
FZD7	2	450953011
FZD8	10	1708918430
FZD9	7	1304392166
FZR1	19	2653247799
G0S2	1	209675685
G2E3	14	2219435203
G3BP1	5	1030791973
G3BP2	4	764475734
G6PC	17	2529283763
G6PC2	2	417819695
G6PC3	17	2530453852
G6PD	23	3024548466
GAA	17	2566487473
GAB1	4	832167493
GAB2	11	1885125099
GAB3	23	3024694644
GAB4	22	2836196905
GABARAP	17	2493623740
GABARAPL1	12	1951506616
GABARAPL2	16	2471873463
GABBR1	6	1089977120
GABBR2	9	1633447670
GABPA	21	2798311397
GABPB1	15	2344662549
GABPB2	1	151088190
GABRA1	5	1040856163
GABRA2	4	735080612
GABRA3	23	3022184694
GABRA4	4	735758529
GABRA5	15	2321253166
GABRA6	5	1040691342
GABRB1	4	735861956
GABRB2	5	1040299433
GABRB3	15	2320931710
GABRD	1	2019424
GABRE	23	3021971167
GABRG1	4	734871292
GABRG2	5	1041073352
GABRG3	15	2321355453
GABRP	5	1049793968
GABRQ	23	3022654669
GABRR1	6	1149552347
GABRR2	6	1149631247
GABRR3	3	588778320
GAD1	2	419736955
GAD2	10	1699495895
GADD45A	1	67685495
GADD45B	19	2652201168
GADD45G	9	1624762208
GADD45GIP1	19	2662679017
GADL1	3	521519879
GAGE1	23	2919616641
GAGE10	23	2919321326
GAGE12C	23	2919549798
GAGE12D	23	2919559354
GAGE12E	23	2919568910
GAGE12F	23	2919578463
GAGE12G	23	2919588021
GAGE12H	23	2919597570
GAGE12J	23	2919339660
GAGE13	23	2919349204
GAGE2A	23	2919607117
GAK	4	689679977
GAL	11	1875590751
GAL3ST1	22	2849789125
GAL3ST2	2	490695319
GAL3ST3	11	1872948334
GAL3ST4	7	1331118086
GALC	14	2276788855
GALE	1	23795949
GALK1	17	2562140942
GALK2	15	2343539914
GALM	2	287584525
GALNS	16	2485121415
GALNT1	18	2605132124
GALNT10	5	1033196219
GALNT11	7	1383052386
GALNT12	9	1633964785
GALNT13	2	402862861
GALNT14	2	279829264
GALNT15	3	506966789
GALNT16	14	2258114414
GALNT17	7	1302090961
GALNT18	11	1818176971
GALNT2	1	230067281
GALNT3	2	414667144
GALNT4	12	2030816299
GALNT5	2	406176446
GALNT6	12	1992647865
GALNT7	4	861999140
GALNT8	12	1946014164
GALNT9	12	2073490593
GALNTL5	7	1382925405
GALNTL6	4	860644885
GALP	19	2705901918
GALR1	18	2646728010
GALR2	17	2562457770
GALR3	22	2857057579
GALT	9	1569803791
GAMT	19	2651122168
GAN	16	2477622090
GANAB	11	1869531642
GANC	15	2336658399
GAP43	3	606415327
GAPDH	12	1947828319
GAPDHS	19	2685258337
GAPT	5	937499889
GAPVD1	9	1660456008
GAR1	4	798646469
GAREM1	18	2601745332
GAREM2	2	275091584
GARNL3	9	1662421078
GARS	7	1261553080
GART	21	2806073922
GAS1	9	1622102828
GAS2	11	1829580697
GAS2L1	22	2848542278
GAS2L2	17	2522127740
GAS2L3	12	2041888391
GAS6	13	2188348706
GAS7	17	2496300114
GAS8	16	2486329698
GASK1A	3	533771280
GASK1B	4	846957711
GAST	17	2528098323
GATA1	23	2918807576
GATA2	3	619272656
GATA3	10	1681334741
GATA4	8	1401811242
GATA5	20	2770761034
GATA6	18	2591648606
GATAD1	7	1323405888
GATAD2A	19	2669190155
GATAD2B	1	153810177
GATB	4	840501478
GATC	12	2061739967
GATD1	11	1807676724
GATD3A	21	2816703496
GATD3B	21	2777686901
GATM	15	2339746026
GBA	1	155234995
GBA2	9	1570894255
GBE1	3	572282044
GBF1	10	1775538024
GBGT1	9	1668310663
GBP1	1	89053355
GBP2	1	89108175
GBP3	1	89007724
GBP4	1	89185254
GBP5	1	89260704
GBP6	1	89368552
GBP7	1	89132149
GBX1	7	1382106747
GBX2	2	485084277
GC	4	760576480
GCA	2	411262612
GCAT	22	2857042140
GCC1	7	1358540172
GCC2	2	357367638
GCDH	19	2662616114
GCFC2	2	324583029
GCG	2	411061727
GCGR	17	2568191905
GCH1	14	2243697162
GCHFR	15	2335148098
GCK	7	1275103294
GCKR	2	276415268
GCLC	6	1113872333
GCLM	1	93888990
GCM1	6	1113501783
GCM2	6	1071247572
GCN1	12	2061421335
GCNA	23	2941597288
GCNT1	9	1611659468
GCNT2	6	1070902489
GCNT3	15	2354002156
GCNT4	5	954034028
GCOM1	15	2351975952
GCSAM	3	602915092
GCSAML	1	247549192
GCSH	16	2477389842
GDA	9	1607306646
GDAP1	8	1464453391
GDAP1L1	20	2752543533
GDAP2	1	117870569
GDE1	16	2415810446
GDF1	19	2668593406
GDF10	10	1720579737
GDF11	12	1997036803
GDF15	19	2668110999
GDF2	10	1720601754
GDF3	12	1948983364
GDF5	20	2743730107
GDF5OS	20	2743730357
GDF6	8	1486247492
GDF7	2	269585603
GDF9	5	1011866941
GDI1	23	3024453721
GDI2	10	1679045091
GDNF	5	916821003
GDPD1	17	2545603496
GDPD2	23	2940441451
GDPD3	16	2426411848
GDPD4	11	1884123104
GDPD5	11	1882341334
GDPGP1	15	2384624826
GEM	8	1484353239
GEMIN2	14	2227968429
GEMIN4	17	2487127752
GEMIN5	5	1033893562
GEMIN6	2	287697354
GEMIN7	19	2694814924
GEMIN8	23	2884025379
GEN1	2	266678307
GET4	7	1231834804
GFAP	17	2531290233
GFER	16	2398291195
GFI1	1	92476029
GFI1B	9	1668143765
GFM1	3	649436272
GFM2	5	953727007
GFOD1	6	1073738320
GFOD2	16	2463982131
GFPT1	2	318244552
GFPT2	5	1059306916
GFRA1	10	1789343483
GFRA2	8	1411796207
GFRA3	5	1017258320
GFRA4	20	2711956107
GFRAL	6	1115701132
GFY	19	2699151240
GGA1	22	2856843033
GGA2	16	2419774566
GGA3	17	2561620335
GGACT	13	2175059972
GGCT	7	1261455250
GGCX	2	334468297
GGH	8	1453118261
GGN	19	2688109221
GGNBP2	17	2522928611
GGPS1	1	235335265
GGT1	22	2843845254
GGT5	22	2843454142
GGT6	17	2490940901
GGT7	20	2743141526
GGTLC1	20	2732281414
GGTLC2	22	2841880518
GGTLC3	22	2837750673
GH1	17	2550300195
GH2	17	2550263119
GHDC	17	2528572589
GHITM	10	1757420586
GHR	5	921429941
GHRH	20	2745547411
GHRHR	7	1261922227
GHRL	3	501077512
GHSR	3	663236798
GID4	17	2504422351
GID8	20	2771237701
GIGYF1	7	1331639877
GIGYF2	2	481653561
GIMAP1	7	1381677206
GIMAP1-GIMAP5	7	1381677206
GIMAP2	7	1381645218
GIMAP4	7	1381528060
GIMAP5	7	1381699043
GIMAP6	7	1381585877
GIMAP7	7	1381478133
GIMAP8	7	1381424857
GIMD1	4	795188487
GIN1	5	982093250
GINM1	6	1209939992
GINS1	20	2733704019
GINS2	16	2481985188
GINS3	16	2454699578
GINS4	8	1431633132
GIP	17	2535341593
GIPC1	19	2664203225
GIPC2	1	78046095
GIPC3	19	2653310407
GIPR	19	2695394330
GIT1	17	2515957588
GIT2	12	2051226464
GJA1	6	1181820425
GJA10	6	1150268046
GJA3	13	2094669823
GJA4	1	34794214
GJA5	1	147758162
GJA8	1	147907956
GJA9	1	38874551
GJB1	23	2941240174
GJB2	13	2094716743
GJB3	1	34784763
GJB4	1	34761255
GJB5	1	34757331
GJB6	13	2094750537
GJB7	6	1147657818
GJC1	17	2531187513
GJC2	1	228157759
GJC3	7	1330881703
GJD2	15	2329136395
GJD3	17	2526745817
GJD4	10	1708884653
GJE1	6	1202506736
GK	23	2900670004
GK2	4	768236843
GK5	3	632957259
GKAP1	9	1618896783
GKN1	2	317892999
GKN2	2	317863731
GLA	23	2971414275
GLB1	3	523788682
GLB1L	2	468155435
GLB1L2	11	1941237889
GLB1L3	11	1941182568
GLCCI1	7	1238927509
GLCE	15	2363639724
GLDC	9	1541690103
GLDN	15	2345725602
GLE1	9	1663661892
GLG1	16	2470759032
GLI1	12	1998757178
GLI2	2	369715684
GLI3	7	1272922488
GLI4	8	1533372326
GLIPR1	12	2016774367
GLIPR1L1	12	2016628215
GLIPR1L2	12	2016684603
GLIPR2	9	1571293865
GLIS1	1	53506619
GLIS2	16	2400639257
GLIS3	9	1538985358
GLMN	1	92246530
GLMP	1	156293012
GLO1	6	1099050872
GLOD4	17	2487143059
GLOD5	23	2918778257
GLP1R	6	1099422418
GLP2R	17	2496208950
GLRA1	5	1030828025
GLRA2	23	2884546524
GLRA3	4	863474090
GLRA4	23	2973723810
GLRB	4	845908329
GLRX	5	974821865
GLRX2	1	193096625
GLRX3	10	1803415506
GLRX5	14	2284389213
GLS	2	439799448
GLS2	12	1997764973
GLT1D1	12	2070147068
GLT6D1	9	1670781183
GLT8D1	3	543486482
GLT8D2	12	2045282894
GLTP	12	2051146041
GLTPD2	17	2491171898
GLUD1	10	1760330836
GLUD2	23	2991064151
GLUL	1	182384405
GLYAT	11	1865615593
GLYATL1	11	1865849126
GLYATL1B	11	1865992134
GLYATL2	11	1865740256
GLYATL3	6	1109885568
GLYCTK	3	543081980
GLYR1	16	2401112212
GM2A	5	1030258569
GMCL1	2	318748256
GMDS	6	1061997746
GMEB1	1	28683613
GMEB2	20	2771886287
GMFB	14	2243332211
GMFG	19	2689053286
GMIP	19	2669354772
GML	8	1532943367
GMNC	3	681646932
GMNN	6	1085150824
GMPPA	2	468418339
GMPPB	3	540513389
GMPR	6	1076612271
GMPR2	14	2213087323
GMPS	3	646662508
GNA11	19	2652819461
GNA12	7	1233689339
GNA13	17	2551397143
GNA14	9	1612581065
GNA15	19	2652861260
GNAI1	7	1311093319
GNAI2	3	541018761
GNAI3	1	109548721
GNAL	18	2581167025
GNAO1	16	2452499212
GNAQ	9	1612878409
GNAS	20	2767136305
GNAT1	3	540983363
GNAT2	1	109603354
GNAT3	7	1311416829
GNAZ	22	2842329868
GNB1	1	1787331
GNB1L	22	2839022881
GNB2	7	1331634424
GNB3	12	1948134774
GNB4	3	670192850
GNB5	15	2346506674
GNE	9	1571374451
GNG10	9	1646818721
GNG11	7	1324880296
GNG12	1	67705451
GNG13	16	2397105695
GNG14	19	2662412858
GNG2	14	2240804802
GNG3	11	1869614123
GNG4	1	235552109
GNG5	1	84501845
GNG7	19	2652239831
GNG8	19	2696358885
GNGT1	7	1324864905
GNGT2	17	2535589643
GNL1	6	1090919649
GNL2	1	37566855
GNL3	3	543477730
GNL3L	23	2924549033
GNLY	2	334612782
GNMT	6	1103334345
GNPAT	1	231241379
GNPDA1	5	1021007381
GNPDA2	4	733533385
GNPNAT1	14	2241632434
GNPTAB	12	2043040650
GNPTG	16	2397658942
GNRH1	8	1415522348
GNRH2	20	2711340613
GNRHR	4	756570784
GNS	12	2006010227
GOLGA1	9	1660037616
GOLGA3	12	2074066591
GOLGA4	3	528035188
GOLGA5	14	2281651561
GOLGA6A	15	2368454827
GOLGA6B	15	2367038655
GOLGA6C	15	2369642516
GOLGA6D	15	2369666793
GOLGA6L1	15	2317512707
GOLGA6L10	15	2376726693
GOLGA6L2	15	2317823662
GOLGA6L4	15	2378619752
GOLGA6L6	15	2314918176
GOLGA6L9	15	2376813997
GOLGA7	8	1431593784
GOLGA7B	10	1771129389
GOLGA8A	15	2328765328
GOLGA8B	15	2328911549
GOLGA8F	15	2322762643
GOLGA8G	15	2322906490
GOLGA8H	15	2324988043
GOLGA8J	15	2324466970
GOLGA8K	15	2326776699
GOLGA8M	15	2323085871
GOLGA8N	15	2326977471
GOLGA8O	15	2326829023
GOLGA8Q	15	2324935995
GOLGA8R	15	2324787657
GOLGA8T	15	2324519066
GOLGB1	3	612456117
GOLIM4	3	658801906
GOLM1	9	1621184903
GOLPH3	5	911131564
GOLPH3L	1	150648321
GOLT1A	1	204198458
GOLT1B	12	1962795410
GON4L	1	155750584
GON7	14	2282057811
GOPC	6	1177936831
GORAB	1	170532149
GORASP1	3	529889873
GORASP2	2	419847704
GOSR1	17	2516860320
GOSR2	17	2533306079
GOT1	10	1772676632
GOT1L1	8	1428037222
GOT2	16	2455015147
GP1BA	17	2491315491
GP1BB	22	2838957742
GP2	16	2416618199
GP5	3	685188237
GP6	19	2704738891
GP9	3	619853377
GPA33	1	167054334
GPAA1	8	1534185660
GPALPP1	13	2119517497
GPAM	10	1785432635
GPANK1	6	1092035843
GPAT2	2	344940522
GPAT3	4	772366927
GPAT4	8	1431702069
GPATCH1	19	2682806003
GPATCH11	2	286002881
GPATCH2	1	217431145
GPATCH2L	14	2265008487
GPATCH3	1	26891010
GPATCH4	1	156595213
GPATCH8	17	2530780454
GPBAR1	2	467181088
GPBP1	5	936219483
GPBP1L1	1	45628256
GPC1	2	489354282
GPC2	7	1331128388
GPC3	23	3003552590
GPC4	23	3003319333
GPC5	13	2165926889
GPC6	13	2167755299
GPCPD1	20	2713843859
GPD1	12	1991397537
GPD1L	3	522898349
GPD2	2	405394469
GPER1	7	1232049887
GPHA2	11	1871840600
GPHB5	14	2252167051
GPHN	14	2255362651
GPI	19	2684089719
GPIHBP1	8	1533316197
GPKOW	23	2919130087
GPLD1	6	1084802609
GPM6A	4	864465209
GPM6B	23	2883789347
GPN1	2	276547071
GPN2	1	26879677
GPN3	12	2051746520
GPNMB	7	1254205016
GPR1	2	455094543
GPR101	23	3007046614
GPR107	9	1665211019
GPR108	19	2656455121
GPR119	23	3000400906
GPR12	13	2101286665
GPR132	14	2293905117
GPR135	14	2248317865
GPR137	11	1871190194
GPR137B	1	236142623
GPR137C	14	2241407271
GPR139	16	2416338711
GPR141	7	1268698552
GPR142	17	2560750392
GPR143	23	2879742212
GPR146	7	1232015674
GPR148	2	379647515
GPR149	3	645129336
GPR15	3	589323671
GPR150	5	974625628
GPR151	5	1025520206
GPR152	11	1874357139
GPR153	1	6249338
GPR155	2	423354479
GPR156	3	610958669
GPR157	1	9104419
GPR158	10	1698454506
GPR160	3	660875610
GPR161	1	168085531
GPR162	12	1948117235
GPR17	2	376568375
GPR171	3	641990064
GPR173	23	2923093088
GPR174	23	2949187474
GPR176	15	2334185049
GPR179	17	2524709351
GPR18	13	2173782719
GPR180	13	2169129770
GPR182	12	1998288696
GPR183	13	2173822902
GPR19	12	1953954687
GPR20	8	1531459776
GPR21	9	1658191653
GPR22	7	1338432219
GPR25	1	200873038
GPR26	10	1796945493
GPR27	3	562545687
GPR3	1	27393799
GPR31	6	1227530449
GPR32	19	2700495410
GPR33	14	2220337087
GPR34	23	2911712100
GPR35	2	489537306
GPR37	7	1355704683
GPR37L1	1	202122964
GPR39	2	381335406
GPR4	19	2695315587
GPR45	2	354160222
GPR50	23	3021193188
GPR52	1	174448112
GPR55	2	479828366
GPR6	6	1170352353
GPR61	1	109543023
GPR62	3	542747290
GPR63	6	1157172049
GPR65	14	2276864971
GPR68	14	2280088076
GPR75	2	302771497
GPR78	4	697411287
GPR82	23	2911743493
GPR83	11	1901285976
GPR84	12	1995656147
GPR85	7	1344041767
GPR87	3	642085806
GPR88	1	100538967
GPR89A	1	145608134
GPR89B	1	147928537
GPRASP1	23	2972670380
GPRASP2	23	2972731336
GPRC5A	12	1954201736
GPRC5B	16	2416167476
GPRC5D	12	1954234261
GPRC6A	6	1177165719
GPRIN1	5	1055602160
GPRIN2	10	1719828445
GPRIN3	4	778078084
GPS1	17	2568434818
GPS2	17	2493695642
GPSM1	9	1671484782
GPSM2	1	108885523
GPSM3	6	1092564943
GPT	8	1534607234
GPT2	16	2443191692
GPX1	3	540149025
GPX2	14	2253793611
GPX3	5	1030026007
GPX4	19	2650828853
GPX5	6	1088899591
GPX6	6	1088877869
GPX7	1	52602410
GPX8	5	934165545
GRAMD1A	19	2684725288
GRAMD1B	11	1930431976
GRAMD1C	3	604630547
GRAMD2A	15	2366545926
GRAMD2B	5	1005365684
GRAMD4	22	2865860972
GRAP	17	2505404712
GRAP2	22	2859181279
GRAPL	17	2505510506
GRASP	12	1993300506
GRB10	7	1281551110
GRB14	2	413411399
GRB2	17	2561703254
GRB7	17	2526121792
GREB1	2	260474978
GREB1L	18	2590860980
GREM1	15	2327114608
GREM2	1	240492969
GRHL1	2	258870197
GRHL2	8	1491595699
GRHL3	1	24319552
GRHPR	9	1572579837
GRIA1	5	1032496241
GRIA2	4	846051347
GRIA3	23	2993201002
GRIA4	11	1912516825
GRID1	10	1758881358
GRID2	4	781134961
GRID2IP	7	1237455932
GRIK1	21	2802107028
