Gene	ENST_ID
CCN2	ENST00000367976
CCN5	ENST00000372868
CCNA2	ENST00000274026
CCND2	ENST00000261254
CCND3	ENST00000372991
CCNB1	ENST00000256442
CCNF	ENST00000397066
CCND1	ENST00000227507
CCNB2	ENST00000288207
CCNB1IP1	ENST00000353689
CCNE2	ENST00000308108
CCNA1	ENST00000255465
CCN6	ENST00000361714
CCNDBP1	ENST00000300213
CCNB3	ENST00000276014
CCNC	ENST00000520429
CCNY	ENST00000374704
CCNI	ENST00000237654
CCNJ	ENST00000265992
CCNG2	ENST00000316355
CCNG1	ENST00000340828
CCNI2	ENST00000378731
CCNT2	ENST00000264157
CCNL1	ENST00000295926
CCNJL	ENST00000393977
CCR1	ENST00000296140
CCNH	ENST00000256897
CCNL2	ENST00000400809
CCR8	ENST00000326306
CCR9	ENST00000357632
CCP110	ENST00000381396
CCR7	ENST00000246657
CCNYL1	ENST00000295414
CCR2	ENST00000292301
CCNO	ENST00000282572
CCNQ	ENST00000576892
CCNK	ENST00000389879
CCS	ENST00000533244
CCPG1	ENST00000310958
CCR4	ENST00000330953
CCR3	ENST00000357422
CCNT1	ENST00000261900
CCR10	ENST00000332438
CCR5	ENST00000292303
CCR6	ENST00000341935
CCRL2	ENST00000399036
CCSAP	ENST00000284617
CCSER2	ENST00000224756
CCT5	ENST00000280326
CCT2	ENST00000299300
CCT4	ENST00000394440
CCT3	ENST00000295688
CCT6A	ENST00000275603
CCT8L2	ENST00000359963
CCSER1	ENST00000509176
CD109	ENST00000287097
CD19	ENST00000324662
CD101	ENST00000256652
CCT6B	ENST00000314144
CCT8	ENST00000286788
CD180	ENST00000256447
CD14	ENST00000302014
CCT7	ENST00000258091
CD1C	ENST00000368170
CD151	ENST00000322008
CD164	ENST00000310786
CD160	ENST00000235933
CD163L1	ENST00000313599
CD1A	ENST00000289429
CCZ1	ENST00000325974
CD1B	ENST00000368168
CD1D	ENST00000368171
CCZ1B	ENST00000316731
CD164L2	ENST00000374027
CD163	ENST00000359156
CD177	ENST00000457794
CD1E	ENST00000368167
CD247	ENST00000362089
CD22	ENST00000085219
CD226	ENST00000280200
CD209	ENST00000315599
CD27	ENST00000266557
CD28	ENST00000324106
CD33	ENST00000262262
CD300LG	ENST00000317310
CD320	ENST00000301458
CD302	ENST00000259053
CD244	ENST00000368033
CD207	ENST00000410009
CD300C	ENST00000330793
CD2BP2	ENST00000305596
CD2	ENST00000369478
CD248	ENST00000311330
CD300LF	ENST00000326165
CD276	ENST00000318443
CD300LB	ENST00000392621
CD300LD	ENST00000375352
CD2AP	ENST00000359314
CD300A	ENST00000360141
CD200R1	ENST00000471858
CD274	ENST00000381577
CD200R1L	ENST00000398214
CD300E	ENST00000392619
CD200	ENST00000473539
CD24	ENST00000606017
CD37	ENST00000323906
CD34	ENST00000310833
CD38	ENST00000226279
CD36	ENST00000309881
CD3E	ENST00000361763
CD3D	ENST00000300692
CD3EAP	ENST00000309424
CD5	ENST00000347785
CD72	ENST00000259633
CD69	ENST00000228434
CD46	ENST00000358170
CD40LG	ENST00000370629
CD63	ENST00000257857
CD4	ENST00000011653
CD68	ENST00000250092
CD44	ENST00000428726
CD53	ENST00000271324
CD52	ENST00000374213
CD5L	ENST00000368174
CD40	ENST00000372285
CD70	ENST00000245903
CD47	ENST00000361309
CD6	ENST00000313421
CD59	ENST00000351554
CD7	ENST00000312648
CD74	ENST00000009530
CD58	ENST00000369489
CD55	ENST00000367064
CD48	ENST00000368046
CD3G	ENST00000532917
CD79B	ENST00000006750
CD80	ENST00000264246
CD82	ENST00000227155
CD8A	ENST00000283635
CD79A	ENST00000221972
CD83	ENST00000379153
CD9	ENST00000009180
CDC123	ENST00000281141
CD99	ENST00000381192
CDADC1	ENST00000251108
CDA	ENST00000375071
CD93	ENST00000246006
CD99L2	ENST00000370377
CDC25B	ENST00000245960
CD81	ENST00000263645
CDC25A	ENST00000302506
CD96	ENST00000283285
CDC20	ENST00000310955
CD86	ENST00000330540
CD84	ENST00000311224
CDC25C	ENST00000323760
CDC20B	ENST00000381375
CDAN1	ENST00000356231
CDC16	ENST00000356221
CDC23	ENST00000394886
CDC14B	ENST00000375241
CDC14A	ENST00000336454
CD8B	ENST00000390655
CD8B2	ENST00000417670
CDC34	ENST00000215574
CDC37	ENST00000222005
CDC27	ENST00000066544
CDC26	ENST00000374206
CDC42BPA	ENST00000334218
CDC37L1	ENST00000381854
CDC42	ENST00000344548
CDC40	ENST00000307731
CDC42BPB	ENST00000361246
CDC42BPG	ENST00000342711
CDC42EP1	ENST00000249014
CDC42EP2	ENST00000279249
CDC42EP4	ENST00000335793
CDC42EP3	ENST00000295324
CDC42SE2	ENST00000360515
CDCA5	ENST00000275517
CDCA7L	ENST00000406877
CDCP1	ENST00000296129
CDC6	ENST00000209728
CDCA2	ENST00000330560
CDC42EP5	ENST00000301200
CDC7	ENST00000234626
CDCA8	ENST00000327331
CDC45	ENST00000263201
CDCA4	ENST00000336219
CDCA7	ENST00000347703
CDC5L	ENST00000371477
CDC42SE1	ENST00000357235
CDC73	ENST00000367435
CDCA3	ENST00000535406
CDH20	ENST00000262717
CDH11	ENST00000268603
CDCP2	ENST00000371330
CDH16	ENST00000299752
CDH10	ENST00000264463
CDH4	ENST00000360469
CDH12	ENST00000382254
CDH26	ENST00000348616
CDH5	ENST00000341529
CDHR2	ENST00000261944
CDH24	ENST00000267383
CDH19	ENST00000262150
CDH6	ENST00000265071
CDH22	ENST00000372262
CDH18	ENST00000274170
CDH2	ENST00000269141
CDH1	ENST00000261769
CDH23	ENST00000224721
CDIP1	ENST00000399599
CDH13	ENST00000567109
CDH15	ENST00000289746
CDHR1	ENST00000372117
CDH7	ENST00000323011
CDH3	ENST00000264012
CDH17	ENST00000027335
CDH9	ENST00000231021
CDHR3	ENST00000317716
CDHR5	ENST00000358353
CDH8	ENST00000577390
CDHR4	ENST00000412678
CDK13	ENST00000181839
CDK11A	ENST00000378633
CDK11B	ENST00000407249
CDK12	ENST00000447079
CDK14	ENST00000380050
CDK15	ENST00000450471
CDK16	ENST00000357227
CDK17	ENST00000261211
CDIPT	ENST00000219789
CDK1	ENST00000395284
CDK5RAP1	ENST00000357886
CDK4	ENST00000257904
CDK10	ENST00000353379
CDK2	ENST00000266970
CDK2AP1	ENST00000261692
CDK6	ENST00000265734
CDK20	ENST00000325303
CDK9	ENST00000373264
CDK3	ENST00000425876
CDKAL1	ENST00000274695
CDK7	ENST00000256443
CDK5R1	ENST00000313401
CDK2AP2	ENST00000301488
CDK5R2	ENST00000302625
CDK5RAP3	ENST00000338399
CDK5RAP2	ENST00000349780
CDK8	ENST00000381527
CDK19	ENST00000368911
CDK5	ENST00000485972
CDK18	ENST00000506784
CDKN1B	ENST00000228872
CDKN1A	ENST00000244741
CDKN2A	ENST00000304494
CDKN1C	ENST00000414822
CDKL5	ENST00000379989
CDKN2B	ENST00000276925
CDKN2AIP	ENST00000504169
CDKN2AIPNL	ENST00000458198
CDKL2	ENST00000429927
CDKL3	ENST00000265334
CDKL4	ENST00000395035
CDKL1	ENST00000395834
CDR2	ENST00000268383
CDRT15L2	ENST00000399044
CDKN2C	ENST00000262662
CDRT4	ENST00000312177
CDNF	ENST00000465530
CDSN	ENST00000259726
CDPF1	ENST00000314567
CDR1	ENST00000370532
CDO1	ENST00000250535
CDS1	ENST00000295887
CDKN3	ENST00000335183
CDT1	ENST00000301019
CDKN2D	ENST00000335766
CDR2L	ENST00000337231
CDON	ENST00000392693
CDRT15	ENST00000420162
CDRT1	ENST00000395906
CDS2	ENST00000460006
CDYL	ENST00000328908
CDV3	ENST00000264993
CDY1	ENST00000361963
CDY1B	ENST00000306882
CDY2A	ENST00000250838
CDX2	ENST00000381020
CDX4	ENST00000373514
CEACAM19	ENST00000403660
CEACAM1	ENST00000161559
CDX1	ENST00000231656
CEACAM6	ENST00000199764
CDY2B	ENST00000382867
CEACAM3	ENST00000357396
CEACAM4	ENST00000221954
CEBPZ	ENST00000234170
CEACAM5	ENST00000221992
CEACAM8	ENST00000244336
CEACAM20	ENST00000454753
CEACAM21	ENST00000401445
CEACAM7	ENST00000006724
CEBPE	ENST00000206513
CEBPB	ENST00000303004
CEACAM16	ENST00000405314
CEL	ENST00000372080
CEBPD	ENST00000408965
CEBPG	ENST00000284000
CECR2	ENST00000342247
CEBPZOS	ENST00000392061
CDYL2	ENST00000570137
CEBPA	ENST00000498907
CELA1	ENST00000293636
CELA3A	ENST00000290122
CELSR2	ENST00000271332
CELA3B	ENST00000337107
CEMIP	ENST00000220244
CELF5	ENST00000292672
CELA2B	ENST00000375910
CEND1	ENST00000330106
CENPE	ENST00000265148
CELSR1	ENST00000262738
CENPC	ENST00000273853
CENPM	ENST00000215980
CELSR3	ENST00000164024
CELA2A	ENST00000359621
CENPH	ENST00000283006
CENPK	ENST00000242872
CELF1	ENST00000358597
CENPN	ENST00000305850
CENPF	ENST00000366955
CELF6	ENST00000287202
CELF3	ENST00000290583
CENPA	ENST00000335756
CENPL	ENST00000345664
CENPJ	ENST00000381884
CENPI	ENST00000372927
CENPB	ENST00000379751
CEMIP2	ENST00000377044
CELF2	ENST00000416382
CELF4	ENST00000420428
CEMP1	ENST00000567119
CENPQ	ENST00000335783
CENPO	ENST00000260662
CEP126	ENST00000263468
CENPU	ENST00000281453
CENPP	ENST00000375587
CEP120	ENST00000306467
CENPS	ENST00000309048
CENPW	ENST00000368328
CEP112	ENST00000392769
CEP128	ENST00000281129
CENPV	ENST00000299736
CEP152	ENST00000380950
CEP131	ENST00000269392
CEP164	ENST00000278935
CEP135	ENST00000257287
CEP295NL	ENST00000322630
CEP170	ENST00000366542
CEP295	ENST00000325212
CENPX	ENST00000392359
CENPS-CORT	ENST00000400900
CEP250	ENST00000397527
CENPT	ENST00000440851
CENPVL3	ENST00000417339
CEP104	ENST00000378230
CEP162	ENST00000403245
CEP170B	ENST00000414716
CENPVL1	ENST00000602548
CEP192	ENST00000506447
CEP290	ENST00000552810
CEP41	ENST00000223208
CEP44	ENST00000296519
CEP350	ENST00000367607
CERS3	ENST00000284382
CERKL	ENST00000339098
CERK	ENST00000216264
CEP76	ENST00000262127
CERS4	ENST00000251363
CEP57	ENST00000325542
CEP63	ENST00000337090
CEP85	ENST00000252992
CEP70	ENST00000264982
CERS2	ENST00000271688
CEPT1	ENST00000357172
CEP68	ENST00000377990
CER1	ENST00000380911
CEP72	ENST00000264935
CEP89	ENST00000305768
CERS5	ENST00000317551
CEP57L1	ENST00000359793
CERS6	ENST00000305747
CEP97	ENST00000341893
CEP55	ENST00000371485
CEP85L	ENST00000368491
CES1	ENST00000361503
CERS1	ENST00000427170
CERCAM	ENST00000372838
CEP83	ENST00000397809
CEP78	ENST00000424347
CEP95	ENST00000556440
CETN1	ENST00000327228
CETN3	ENST00000283122
CFAP300	ENST00000434758
CFAP410	ENST00000397956
CFAP161	ENST00000286732
CFAP157	ENST00000373295
CES3	ENST00000303334
CETN2	ENST00000370277
CFAP126	ENST00000367974
CFAP100	ENST00000352312
CETP	ENST00000200676
CES5A	ENST00000290567
CFAP46	ENST00000368586
CFAP221	ENST00000413369
CFAP47	ENST00000297866
CFAP20	ENST00000262498
CFAP61	ENST00000245957
CFAP44	ENST00000295868
CFAP43	ENST00000357060
CFAP45	ENST00000368099
CFAP52	ENST00000352665
CFAP298	ENST00000290155
CES4A	ENST00000540947
CFAP58	ENST00000369704
CFAP36	ENST00000349456
CFAP57	ENST00000372492
CFAP206	ENST00000369562
CFAP53	ENST00000398545
CFAP299	ENST00000508675
CFAP54	ENST00000524981
CFAP73	ENST00000335621
CFD	ENST00000327726
CFAP70	ENST00000310715
CFAP77	ENST00000343036
CFB	ENST00000417261
CFP	ENST00000247153
CFC1B	ENST00000281882
CFAP65	ENST00000341552
CFHR2	ENST00000367415
CFC1	ENST00000259216
CFTR	ENST00000003084
CFHR1	ENST00000320493
CFHR5	ENST00000256785
CFAP97D1	ENST00000449302
CFL2	ENST00000298159
CFL1	ENST00000308162
CFI	ENST00000394634
CFAP69	ENST00000389297
CFLAR	ENST00000309955
CFDP1	ENST00000283882
CGB1	ENST00000301407
CGB3	ENST00000301408
CFH	ENST00000367429
CGB2	ENST00000359342
CFHR4	ENST00000367416
CFHR3	ENST00000367425
CFAP97	ENST00000458385
CGAS	ENST00000370315
CFAP99	ENST00000506607
CGA	ENST00000369582
CGRRF1	ENST00000216420
CHAT	ENST00000337653
CHCHD5	ENST00000324913
CHD1	ENST00000284049
CH25H	ENST00000371852
CGB5	ENST00000301408
CGGBP1	ENST00000309534
CHCHD1	ENST00000372833
CHCHD7	ENST00000355315
CHADL	ENST00000216241
CHAF1A	ENST00000301280
CHCHD3	ENST00000262570
CHAC1	ENST00000446533
CHAC2	ENST00000295304
CGREF1	ENST00000260595
CGNL1	ENST00000281282
CHAD	ENST00000258969
CHCHD6	ENST00000290913
CHAF1B	ENST00000314103
CGN	ENST00000271636
CHD2	ENST00000394196
CHCHD2	ENST00000395422
CHD4	ENST00000357008
CHD1L	ENST00000369258
CHD3	ENST00000330494
CGB7	ENST00000597853
CHAMP1	ENST00000361283
CHCHD4	ENST00000396914
CGB8	ENST00000448456
CHCHD10	ENST00000484558
CHDH	ENST00000315251
CHGA	ENST00000216492
CHD5	ENST00000262450
CHD8	ENST00000399982
CHD9	ENST00000398510
CHID1	ENST00000323578
CHEK2	ENST00000328354
CHIA	ENST00000343320
CHI3L1	ENST00000255409
CHMP2B	ENST00000263780
CHMP4B	ENST00000217402
CHMP3	ENST00000263856
CHKB	ENST00000406938
CHKA	ENST00000265689
CHD6	ENST00000373233
CHIC1	ENST00000373502
CHI3L2	ENST00000369748
CHEK1	ENST00000428830
CHGB	ENST00000378961
CHIC2	ENST00000263921
CHML	ENST00000366553
CHM	ENST00000357749
CHMP1A	ENST00000397901
CHIT1	ENST00000367229
CHMP2A	ENST00000312547
CHL1	ENST00000397491
CHD7	ENST00000423902
CHFR	ENST00000432561
CHMP1B	ENST00000526991
CHERP	ENST00000546361
CHMP6	ENST00000325167
CHMP7	ENST00000313219
CHRFAM7A	ENST00000299847
CHP2	ENST00000300113
CHRAC1	ENST00000220913
CHODL	ENST00000299295
CHMP4C	ENST00000297265
CHP1	ENST00000334660
CHMP5	ENST00000223500
CHPT1	ENST00000229266
CHPF	ENST00000243776
CHN1	ENST00000409900
CHORDC1	ENST00000320585
CHPF2	ENST00000035307
CHN2	ENST00000222792
CHRNA10	ENST00000250699
CHRM3	ENST00000255380
CHRD	ENST00000204604
CHRM1	ENST00000306960
CHRNA1	ENST00000261007
CHRNA3	ENST00000326828
CHRDL2	ENST00000376332
CHRNA6	ENST00000276410
CHRM2	ENST00000320658
CHRM5	ENST00000383263
CHRNA5	ENST00000299565
CHRDL1	ENST00000372045
CHRNA4	ENST00000370263
CHRNA2	ENST00000407991
CHRM4	ENST00000433765
CHRNE	ENST00000293780
CHST12	ENST00000258711
CHRND	ENST00000258385
CHRNB3	ENST00000289957
CHRNB1	ENST00000306071
CHRNB4	ENST00000261751
CHRNA9	ENST00000310169
CHST1	ENST00000308064
CHST14	ENST00000306243
CHST10	ENST00000264249
CHST13	ENST00000319340
CHST2	ENST00000309575
CHTF18	ENST00000262315
CHRNG	ENST00000389494
CHST15	ENST00000346248
CHST11	ENST00000303694
CHSY1	ENST00000254190
CHST6	ENST00000332272
CHST7	ENST00000276055
CHSY3	ENST00000305031
CHRNB2	ENST00000368476
CHRNA7	ENST00000306901
CHST8	ENST00000262622
CHST4	ENST00000338482
CHST5	ENST00000336257
CHUK	ENST00000370397
CHST3	ENST00000373115
CHTF8	ENST00000398235
CHTOP	ENST00000368694
CHST9	ENST00000581714
CIAO3	ENST00000251588
CIB1	ENST00000328649
CIAO2A	ENST00000300030
CIB4	ENST00000288861
CILP	ENST00000261883
CILP2	ENST00000291495
CIT	ENST00000261833
CIP2A	ENST00000295746
CINP	ENST00000216756
CIB3	ENST00000269878
CITED1	ENST00000246139
CIB2	ENST00000258930
CIAPIN1	ENST00000394391
CISD2	ENST00000273986
CITED2	ENST00000367651
CIDEB	ENST00000258807
CIART	ENST00000290363
CIDEA	ENST00000320477
CIR1	ENST00000342016
CISH	ENST00000348721
CIAO2B	ENST00000422424
CISD1	ENST00000333926
CIRBP	ENST00000320936
CIITA	ENST00000324288
CIPC	ENST00000361786
CIDEC	ENST00000336832
CIAO1	ENST00000488633
CISD3	ENST00000439660
CHURC1	ENST00000549115
CIC	ENST00000575354
CKAP4	ENST00000378026
CIZ1	ENST00000372938
CITED4	ENST00000372638
CKAP2L	ENST00000302450
CKB	ENST00000348956
CKAP2	ENST00000378037
CKM	ENST00000221476
CKMT1A	ENST00000300283
CKAP5	ENST00000529230
CKLF	ENST00000264001
CKLF-CMTM1	ENST00000527729
CKS1B	ENST00000308987
CKMT1B	ENST00000300283
CKMT2	ENST00000254035
CKS2	ENST00000314355
CLCN6	ENST00000346436
CLASRP	ENST00000221455
CLCC1	ENST00000356970
CLCN2	ENST00000265593
CLCN1	ENST00000343257
CLC	ENST00000221804
CLCA4	ENST00000370563
CLCA1	ENST00000234701
CLCN5	ENST00000307367
CLCN4	ENST00000380833
CLCF1	ENST00000312438
CLCA2	ENST00000370565
CLCN7	ENST00000382745
CLBA1	ENST00000547315
CLCN3	ENST00000513761
CLCNKB	ENST00000375679
CLDN1	ENST00000295522
CLCNKA	ENST00000331433
CLDN11	ENST00000064724
CLDN12	ENST00000287916
CLDN10	ENST00000299339
CLDN15	ENST00000308344
CLDN6	ENST00000328796
CLDN18	ENST00000183605
CLDN17	ENST00000286808
CLDN14	ENST00000342108
CLDN16	ENST00000264734
CLEC11A	ENST00000250340
CLDN19	ENST00000296387
CLDND1	ENST00000341181
CLEC10A	ENST00000254868
CLDND2	ENST00000291715
CLDN7	ENST00000360325
CLDN5	ENST00000406028
CLDN4	ENST00000340958
CLDN2	ENST00000336803
CLDN22	ENST00000323319
CLDN20	ENST00000367165
CLDN8	ENST00000399899
CLDN23	ENST00000519106
CLDN3	ENST00000395145
CLDN34	ENST00000445307
CLDN25	ENST00000453129
CLDN9	ENST00000445369
CLDN24	ENST00000541814
CLEC18C	ENST00000314151
CLEC12A	ENST00000304361
CLEC14A	ENST00000342213
CLEC12B	ENST00000338896
CLEC16A	ENST00000409790
CLEC18A	ENST00000288040
CLEC18B	ENST00000339953
CLEC17A	ENST00000417570
CLEC1A	ENST00000315330
CLEC19A	ENST00000465414
CLEC1B	ENST00000298527
CLEC2B	ENST00000228438
CLEC2D	ENST00000290855
CLEC2A	ENST00000455827
CLEC4D	ENST00000299665
CLEC9A	ENST00000355819
CLEC4A	ENST00000229332
CLEC4F	ENST00000272367
CLEC4G	ENST00000328853
CLEC4E	ENST00000299663
CLEC4M	ENST00000327325
CLEC2L	ENST00000422142
CLEC7A	ENST00000304084
CLEC4C	ENST00000360345
CLGN	ENST00000325617
CLEC3B	ENST00000296130
CLECL1	ENST00000327839
CLHC1	ENST00000401408
CLEC6A	ENST00000382073
CLEC5A	ENST00000546910
CLINT1	ENST00000411809
CLIC5	ENST00000185206
CLK1	ENST00000321356
CLLU1OS	ENST00000378487
CLK2	ENST00000368361
CLN6	ENST00000249806
CLIP2	ENST00000223398
CLIC2	ENST00000369449
CLNK	ENST00000226951
CLMN	ENST00000298912
CLPS	ENST00000259938
CLN8	ENST00000331222
CLIP4	ENST00000320081
CLOCK	ENST00000309964
CLIC6	ENST00000360731
CLPP	ENST00000245816
CLN3	ENST00000360019
CLIC4	ENST00000374379
CLPB	ENST00000294053
CLK4	ENST00000316308
CLIP3	ENST00000360535
CLIP1	ENST00000540338
CLK3	ENST00000395066
CLIC1	ENST00000375779
CLPSL1	ENST00000373861
CLMP	ENST00000448775
CLIC3	ENST00000494426
CLPSL2	ENST00000403376
CLNS1A	ENST00000525428
CLP1	ENST00000525602
CMC1	ENST00000466830
CLTC	ENST00000269122
CLRN1	ENST00000327047
CLPTM1L	ENST00000320895
CLUL1	ENST00000338387
CLSTN1	ENST00000377298
CLTCL1	ENST00000427926
CMA1	ENST00000250378
CLSTN3	ENST00000266546
CLSPN	ENST00000318121
CMC2	ENST00000219400
CLTB	ENST00000310418
CLPTM1	ENST00000337392
CMKLR1	ENST00000312143
CLTA	ENST00000242285
CLVS2	ENST00000275162
CMC4	ENST00000369479
CLYBL	ENST00000339105
CLVS1	ENST00000325897
CMAS	ENST00000229329
CLU	ENST00000316403
CMBL	ENST00000296658
CLPX	ENST00000300107
CLRN3	ENST00000368671
CMIP	ENST00000537098
CLTRN	ENST00000380342
CMPK1	ENST00000371873
CLUAP1	ENST00000576634
CLSTN2	ENST00000458420
CLRN2	ENST00000511148
CMSS1	ENST00000421999
CMTM5	ENST00000339180
CMPK2	ENST00000256722
CMTM7	ENST00000334983
CMTR1	ENST00000373451
CMTM2	ENST00000268595
CNBD1	ENST00000518476
CMTM4	ENST00000330687
CMYA5	ENST00000446378
CNGB1	ENST00000251102
CNGA4	ENST00000379936
CNDP2	ENST00000324262
CMTM6	ENST00000205636
CNGB3	ENST00000320005
CMTM1	ENST00000457188
CNGA2	ENST00000329903
CNGA1	ENST00000358519
CNGA3	ENST00000272602
CMTM8	ENST00000307526
CNDP1	ENST00000358821
CNFN	ENST00000222032
CMTR2	ENST00000338099
CNIH3	ENST00000272133
CNBD2	ENST00000373973
CNIH1	ENST00000216416
CNIH2	ENST00000311445
CMTM3	ENST00000361909
CNBP	ENST00000422453
CNEP1R1	ENST00000427478
CNIH4	ENST00000465271
CNN3	ENST00000370206
CNOT10	ENST00000328834
CNN1	ENST00000252456
CNPY2	ENST00000273308
CNMD	ENST00000377962
CNN2	ENST00000263097
CNNM3	ENST00000305510
CNPY1	ENST00000321736
CNOT11	ENST00000289382
CNOT3	ENST00000221232
CNOT4	ENST00000315544
CNOT2	ENST00000229195
CNOT6	ENST00000261951
CNOT9	ENST00000273064
CNKSR1	ENST00000374253
CNR1	ENST00000369499
CNKSR2	ENST00000379510
CNPPD1	ENST00000360507
CNR2	ENST00000374472
CNPY3	ENST00000372836
CNNM2	ENST00000369878
CNNM1	ENST00000356713
CNPY4	ENST00000262932
CNRIP1	ENST00000263655
CNOT8	ENST00000285896
CNP	ENST00000393892
CNOT7	ENST00000361272
CNOT1	ENST00000317147
CNNM4	ENST00000377075
CNKSR3	ENST00000607772
CNTN1	ENST00000347616
CNTF	ENST00000361987
CNTD2	ENST00000430325
CNTRL	ENST00000238341
CNST	ENST00000366513
CNTN3	ENST00000263665
CNTFR	ENST00000351266
CNTNAP3B	ENST00000377561
CNTN4	ENST00000397461
COA7	ENST00000371538
CNTN6	ENST00000350110
CNTNAP3	ENST00000297668
COA1	ENST00000223336
CNTROB	ENST00000563694
CNTNAP1	ENST00000264638
CNTN2	ENST00000331830
COBL	ENST00000265136
COCH	ENST00000216361
COA3	ENST00000328434
COA4	ENST00000355693
CNTNAP2	ENST00000361727
CNTLN	ENST00000380647
COA6	ENST00000366613
COBLL1	ENST00000392717
COA5	ENST00000328709
CNTNAP5	ENST00000431078
COASY	ENST00000393818
CNTNAP4	ENST00000478060
CNTN5	ENST00000524871
CNTD1	ENST00000588408
COG3	ENST00000349995
COG8	ENST00000306875
COL11A1	ENST00000370096
COIL	ENST00000240316
COG4	ENST00000323786
COL12A1	ENST00000322507
COG7	ENST00000307149
COG5	ENST00000347053
COL10A1	ENST00000243222
COG2	ENST00000366669
COL18A1	ENST00000359759
COL1A1	ENST00000225964
COG1	ENST00000299886
COL19A1	ENST00000322773
COL17A1	ENST00000353479
COL21A1	ENST00000244728
COL22A1	ENST00000303045
COL26A1	ENST00000313669
COL14A1	ENST00000297848
COL1A2	ENST00000297268
COL23A1	ENST00000390654
COL20A1	ENST00000358894
COL15A1	ENST00000375001
COL11A2	ENST00000549811
COL16A1	ENST00000373672
COL27A1	ENST00000356083
COL24A1	ENST00000370571
COL13A1	ENST00000398978
COL25A1	ENST00000399132
COG6	ENST00000455146
COL3A1	ENST00000304636
COL28A1	ENST00000399429
COL2A1	ENST00000380518
COL4A2	ENST00000360467
COL4A1	ENST00000375820
COL4A3BP	ENST00000405807
COL4A3	ENST00000396578
COL4A4	ENST00000396625
COL4A5	ENST00000361603
COL5A3	ENST00000264828
COL9A1	ENST00000357250
COLEC12	ENST00000400256
COL8A2	ENST00000303143
COL6A6	ENST00000358511
COLGALT1	ENST00000252599
COL6A2	ENST00000300527
COL4A6	ENST00000372216
COL5A2	ENST00000374866
COL8A1	ENST00000261037
COLEC10	ENST00000332843
COL6A1	ENST00000361866
COLQ	ENST00000383788
COL9A3	ENST00000343916
COL6A3	ENST00000295550
COL5A1	ENST00000371817
COL7A1	ENST00000328333
COLCA2	ENST00000398035
COLGALT2	ENST00000361927
COL9A2	ENST00000372748
COLEC11	ENST00000349077
COMMD6	ENST00000377615
COMMD10	ENST00000274458
COMMD4	ENST00000267935
COMMD2	ENST00000473414
COMMD5	ENST00000305103
COMMD7	ENST00000278980
COMMD3	ENST00000376836
COMMD3-BMI1	ENST00000602390
COMMD8	ENST00000381571
COMMD1	ENST00000311832
COMP	ENST00000222271
COPB1	ENST00000249923
COPS7B	ENST00000350033
COPA	ENST00000241704
COPG2	ENST00000425248
COMMD9	ENST00000263401
COPRS	ENST00000302362
COPS5	ENST00000357849
COPS3	ENST00000268717
COP1	ENST00000367669
COPS7A	ENST00000229251
COPS4	ENST00000264389
COPS2	ENST00000388901
COPG1	ENST00000314797
COPB2	ENST00000333188
COPS6	ENST00000303904
COPE	ENST00000262812
COPS8	ENST00000354371
COMTD1	ENST00000372538
COMT	ENST00000361682
COQ5	ENST00000288532
COPZ2	ENST00000006101
CORIN	ENST00000273857
COQ10B	ENST00000263960
COQ10A	ENST00000308197
COQ9	ENST00000262507
COQ3	ENST00000254759
CORO2A	ENST00000343933
CORO1C	ENST00000261401
COQ8B	ENST00000324464
COQ8A	ENST00000366777
COQ2	ENST00000311469
CORO1B	ENST00000341356
CORO7	ENST00000251166
COX10	ENST00000261643
COX15	ENST00000016171
COPZ1	ENST00000262061
COTL1	ENST00000262428
COX11	ENST00000299335
COQ7	ENST00000321998
CORO6	ENST00000345068
COQ6	ENST00000334571
CORO1A	ENST00000219150
COX14	ENST00000317943
COQ4	ENST00000300452
COX16	ENST00000389912
CORT	ENST00000377049
CORO7-PAM16	ENST00000572467
CORO2B	ENST00000566799
COPS9	ENST00000607357
COX5B	ENST00000258424
COX6A1	ENST00000229379
COX17	ENST00000261070
COX4I1	ENST00000253452
COX18	ENST00000295890
COX6A2	ENST00000287490
COX7B2	ENST00000355591
COX7A2	ENST00000230459
COX8A	ENST00000314133
COX19	ENST00000344111
COX6C	ENST00000297564
COX8C	ENST00000342144
COX4I2	ENST00000376075
COX7A1	ENST00000292907
COX5A	ENST00000322347
CPA1	ENST00000011292
COX6B1	ENST00000246554
COX7A2L	ENST00000234301
CPB2	ENST00000181383
CP	ENST00000264613
COX7C	ENST00000247655
CPA6	ENST00000297770
COX20	ENST00000411948
CPA2	ENST00000222481
CPA3	ENST00000296046
COX6B2	ENST00000326529
CPA4	ENST00000222482
CPB1	ENST00000282957
CPA5	ENST00000393213
COX7B	ENST00000481445
CPD	ENST00000225719
CPEB4	ENST00000265085
CPEB3	ENST00000265997
CPNE2	ENST00000290776
CPE	ENST00000402744
CPLX1	ENST00000304062
CPM	ENST00000338356
CPQ	ENST00000220763
CPNE3	ENST00000198765
CPO	ENST00000272852
CPNE7	ENST00000268720
CPLX2	ENST00000359546
CPNE8	ENST00000331366
CPED1	ENST00000310396
CPLX3	ENST00000395018
CPNE5	ENST00000244751
CPLANE2	ENST00000375599
CPOX	ENST00000264193
CPEB2	ENST00000507071
CPLX4	ENST00000299721
CPEB1	ENST00000568128
CPNE1	ENST00000352393
CPN2	ENST00000323830
